State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Non_Workers,Agricultural_Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,Households_with_Television,Households_with_Telephone_Mobile_Phone,Ownership_Owned_Households,Ownership_Rented_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_45000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Above_Rs_545000,Total_Power_Parity,sex_ratio,litracy_rate
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,818025,461288,356737,372139,320120,52019,756211,57293,15753,955096,22143,3705,138202,381,4845,110,3868,199681,12899,32767,175365,139891,315256,89558,170110,161844,163544,97980,91472,18727,793235,222031,1015266,617859,308126,201685,680,133676,26122,92424,172034,170149,183898,18611,5230,13528,18758,22812,120894,51168,46914,54266,14153,100,491,622,1113,386,294,680,227,364,591,297,2781,88.0,72.49745203172775
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,866672,767773,1069871,643158,426713,623006,430678,192328,1011439,103788,14855,1611031,15515,873,2401,254,1016,26,3329,266244,5292,25236,357047,99235,456282,186145,223049,198307,218631,148995,104875,13786,1093788,459364,1553152,964960,405760,261428,2297,99232,16793,66069,176336,242718,293443,11408,5367,16409,21776,30859,175604,75191,69554,88960,22472,150,756,628,1384,549,278,827,321,516,837,149,3349,89.0,65.45775477302693
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,966110,843623,1272739,734940,537799,579229,476933,102296,1230504,29288,32286,1588407,161680,9743,34572,640,4883,249,9559,333171,43437,82673,87700,382981,470681,137902,220384,198551,282666,178846,259933,27864,1306146,346567,1652713,1095602,481318,231029,1784,170927,63470,152884,279652,302937,276186,69917,10026,24687,34713,42722,201457,84281,74454,94686,22210,156,729,1321,2050,638,640,1278,416,670,1086,511,5080,87.0,70.32744609287668
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,495360,446651,557578,327471,230107,369083,263498,105585,572928,97997,6558,779243,8360,996,150969,171,1172,530,570,153301,3210,13142,203020,55360,258380,103541,136663,99948,93526,61476,37741,9504,542399,344534,886933,555745,237009,147469,1788,86268,14030,52633,107042,136196,162708,8832,3026,9731,12757,17216,99951,41231,41504,51558,11828,89,444,330,774,304,161,465,187,301,488,39,1854,90.0,59.19017930788494
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,816690,697742,1111116,638666,472450,544716,432456,112260,969716,27097,18228,1408801,70842,9725,15097,944,7451,254,1318,305751,67087,102343,141703,381988,523691,126920,177453,175370,219200,150120,233402,41366,1123831,263720,1387551,875531,428101,210307,493,103261,92934,131478,248024,274931,211728,98060,15610,33002,48612,48505,189075,81885,58685,66325,16630,85,404,714,1118,409,386,795,220,311,531,577,3107,85.0,73.3684972319655
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,931562,812369,1114311,670200,444111,691621,488321,203300,1052310,144213,16097,1701061,21650,1945,12270,334,3620,33,3018,285004,10132,33400,302013,154113,456126,197303,230074,194595,202792,144626,105346,19031,1093767,505251,1599018,1017830,456536,265109,4456,147721,24642,90721,202588,259276,295628,23078,5846,17116,22962,32391,188751,80345,76015,91914,21419,167,828,690,1518,577,340,917,362,579,941,100,3642,87.0,63.89650737328484
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,514667,443738,676091,399480,276611,326534,250020,76514,631871,44845,9254,945693,8247,734,1042,105,645,22,1917,168558,5034,19241,211816,78328,290144,90737,109829,115794,145258,97457,58826,9387,627288,201028,828316,549975,245095,162356,979,69952,14298,52868,128007,145032,168223,12154,3807,10084,13891,19716,105616,45175,40725,50636,13257,81,407,452,859,305,219,524,171,275,446,260,2169,86.0,70.5433506711672
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,713006,621146,832758,502049,330709,523422,368277,155145,810730,102071,9114,1276669,23016,889,29103,172,2594,56,1653,222462,5263,23750,278335,89665,368000,136892,185626,151682,154773,107994,64599,14277,815843,419624,1235467,784085,335704,213478,885,113068,15836,61694,160742,193577,227870,12316,4228,13046,17274,23783,134056,55033,55240,73299,19953,131,650,472,1122,441,238,679,279,433,712,29,2674,87.0,62.41852502563427
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,571003,503301,646529,385782,260747,373899,292696,81203,700405,85651,9450,974520,8232,1769,87558,265,351,70,1539,187349,3724,15301,231091,75696,306787,119345,158239,124682,117753,82297,51043,9111,662470,369869,1032339,630194,265813,176320,1977,95704,12792,59238,140195,153352,189832,7550,3676,11442,15118,19624,111504,45618,46262,59344,14255,100,491,364,855,333,185,518,212,324,536,34,2046,88.0,60.18119638389133
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,797712,707612,978013,564516,413497,516062,411646,104416,989262,133723,15311,1341002,31650,2049,126207,532,1516,49,2319,267223,11163,29253,292682,135920,428602,155839,231354,188040,183590,124790,101387,19186,1004186,429220,1433406,884972,380409,234684,5259,143754,26238,108101,215813,215865,258981,19328,5761,17461,23222,29082,161777,66304,66391,81876,17676,146,730,658,1388,530,304,834,318,511,829,168,3368,89.0,64.97026553751883
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,510976,453679,646893,370828,276065,336780,268556,68224,627875,85890,6726,805175,15970,1943,140395,214,375,106,477,171908,7356,21951,203553,88268,291821,94530,145392,118107,120790,81964,71007,10999,642789,266638,909427,552034,250830,160216,1575,107683,20261,73765,143316,145855,162147,13063,3540,11148,14688,18809,104115,43935,41371,48824,11764,83,416,448,864,319,203,522,183,295,478,190,2137,89.0,67.05951868802836
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,486665,435423,630255,380440,249815,338584,232935,105649,583504,38320,7639,913251,5660,301,1737,75,644,15,405,135455,2624,13908,223726,44216,267942,94273,135849,126291,132765,94245,60296,10353,654072,245602,899674,530000,229392,161258,1438,54810,8538,45775,88012,133653,162961,3691,2971,8947,11918,17146,91491,39036,35309,49530,15586,80,407,363,770,303,157,460,169,270,439,144,1894,89.0,68.35085154562255
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,299679,261614,405318,229862,175456,211479,164865,46614,349814,12827,9870,490702,23451,2583,40951,1008,1626,90,882,103455,18615,32174,70895,93656,164551,45607,73584,60177,69163,48306,83256,8466,388559,119222,507781,309078,157076,93606,1533,42737,29497,49972,88378,92486,78722,24115,4053,9104,13157,14305,65612,28779,22528,25585,5882,42,196,344,540,187,180,367,101,157,258,238,1445,87.0,72.2114831291322
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,646857,558580,786599,464136,322463,412318,328667,83651,793119,62358,15824,1083936,86622,2261,25064,289,4647,99,2519,209965,10024,26719,173502,153804,327306,118873,170565,143466,141473,91756,75774,10977,752884,296212,1049096,739075,298764,167244,354,90548,17466,74923,162321,172677,182191,32473,4783,13209,17992,23156,123573,50265,50152,65067,13756,91,444,591,1035,357,278,635,217,349,566,231,2559,86.0,65.25426048810515
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,474335,425997,636947,375453,261494,337727,235326,102401,562605,28215,9782,889133,5713,701,1804,202,1525,12,1242,152651,5121,18092,199449,69305,268754,81280,120860,122617,139646,95807,65143,9820,635173,206827,842000,518747,230704,150557,324,71366,12161,58897,108753,137152,156650,9969,3879,10224,14103,18914,97233,42148,36171,45917,11875,72,359,421,780,270,208,478,153,247,400,249,1979,90.0,70.74579155244955
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,568479,492725,747582,436025,311557,345967,272646,73321,715237,36568,8521,1043887,8185,732,3916,200,3491,24,769,193120,8482,27225,175203,131739,306942,117097,150903,140782,168499,109596,100346,21134,808357,248795,1057152,605741,269354,185685,424,91682,16545,63575,150160,160621,185204,15541,4261,11498,15759,21602,118044,50316,46126,55628,13502,77,372,537,909,296,265,561,177,284,461,291,2299,87.0,70.44658708410448
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,682582,612607,782897,456968,325929,502003,369462,132541,793186,147042,11952,940255,9524,2186,338962,370,2256,624,1012,215527,6287,22706,245476,93316,338792,141766,201349,153263,134559,83373,61620,16698,792628,412353,1204981,750228,334344,208185,2432,117760,24468,75692,150315,190983,219428,12951,4202,13126,17328,23790,135060,57070,54200,70339,17490,113,569,538,1107,435,228,663,252,405,657,140,2681,90.0,60.446544867196984
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,261320,257760,323842,186064,137778,294035,158791,135244,225045,9193,4521,479782,32455,1559,2745,1740,57,14,728,96082,1615,5117,186395,13836,200231,56272,96789,67653,64515,40440,15506,3252,344427,154575,499002,306555,130606,81566,353,1657,5074,8880,62233,73995,94367,6546,5229,6765,11994,10046,52526,20811,21669,31977,5475,118,276,222,498,72,38,110,49,79,128,97,950,99.0,62.3876859058334
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,217070,237698,358091,180555,177536,241931,118724,123207,212837,8824,3347,449412,3711,243,591,95,293,9,414,104120,2521,7525,196116,15232,211348,37327,71107,72114,91184,64363,35620,5263,376978,72551,449529,224044,123941,106641,142,7094,6665,16955,86324,90286,99538,4452,6218,11549,17767,16803,64353,27573,19977,19251,3697,95,240,215,455,77,34,111,40,64,104,113,878,110.0,78.74146817718045
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,750591,759484,1152640,606443,546197,675170,403756,271414,834905,54849,15662,1461140,19797,3023,8929,14511,194,208,2273,330081,8053,22753,588321,39007,627328,127699,243617,223099,284124,192936,91236,13577,1176288,271892,1448180,766581,419172,319420,4902,38456,22727,69192,272579,274180,314828,16832,15746,29154,44900,49211,213017,92030,71776,68294,10196,317,800,706,1506,252,101,353,127,206,333,369,2878,101.0,76.32998361008559
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,46249,37872,60699,36697,24002,56273,33863,22410,27848,2537,944,64732,448,485,249,18086,29,45,47,17865,354,2563,44514,0,44514,9400,13749,11437,11140,7871,5118,713,59428,16944,76372,42360,26599,15075,87,190,2775,857,12925,16468,13926,4511,2813,2912,5725,2817,9423,3672,2934,3758,629,21,52,44,96,15,6,21,8,13,21,23,181,82.0,72.15677417054005
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,225452,212451,307672,174550,133122,269084,148829,120255,168819,12372,2707,415669,2974,1568,1396,15377,94,83,742,91322,2623,7010,167995,20709,188704,48384,77363,61854,58122,39081,23168,2377,310349,103136,413485,244727,120510,72282,384,2450,8479,6979,66910,79454,80610,12616,6409,8723,15132,11656,53737,23630,18451,22985,3691,98,239,205,444,70,35,105,41,67,108,100,854,94.0,70.26030878984615
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,498065,501712,723747,393669,330078,572671,297464,275207,427106,15822,7134,981412,9460,876,4081,2628,43,86,1191,214491,5333,16401,431129,31696,462825,100052,159043,132147,180188,128549,54139,9350,763468,218570,982038,524285,279321,194661,1510,10927,15958,26366,157314,172205,205510,11024,11117,20457,31574,29022,130468,59385,42061,48770,9182,233,535,431,966,131,77,208,93,152,245,190,1842,101.0,72.39084315802424
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,425039,388971,612642,342846,269796,430926,258628,172298,383084,26114,7967,791449,11810,2025,4047,3262,185,197,1035,172754,9177,24127,279269,95896,375165,69967,113536,113305,141490,95341,80414,9748,623801,137576,761377,425721,241956,145577,756,2813,23107,8186,131450,161675,126522,44241,14631,18780,33411,25892,102290,44780,31618,37051,8018,156,397,415,812,150,104,254,82,133,215,232,1668,92.0,75.26222036584316
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,276289,253566,362645,205617,157028,280083,169399,110684,249772,10730,5313,476830,33215,577,15501,2645,236,86,765,91509,2220,8593,171102,21054,192156,57853,100123,78103,67080,38282,23352,4048,368841,140486,509327,310244,136839,82471,301,16691,7459,17523,58902,75406,83947,10156,4217,6645,10862,9085,47460,19481,18894,29490,9278,124,274,209,483,61,44,105,53,87,140,77,930,92.0,68.44230968849968
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,308754,271566,428578,244372,184206,298737,190001,108736,281583,10283,4969,548579,14678,1452,13926,574,591,110,410,119866,5250,14478,192787,51509,244296,50331,89407,83992,95232,59363,36803,8280,423408,104084,527492,321533,167168,90808,811,12426,15117,25275,94692,108699,86649,31305,8513,11613,20126,15608,68774,30610,22556,27001,7452,116,317,307,624,130,58,188,63,103,166,160,1253,88.0,73.85201268265784
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,263692,257481,399715,213281,186434,215346,141612,73734,305827,19604,3427,480138,14275,390,26009,56,70,10,225,105929,2412,8238,185091,20126,205217,51838,87913,81256,105204,60626,32120,5511,424468,87735,512203,273223,142351,105358,241,41378,8059,36913,88894,90729,101443,5195,4431,8047,12478,13184,65541,27689,24668,26829,4851,108,271,240,511,87,38,125,46,75,121,122,987,98.0,76.69526241766171
Jammu And Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,213641,196295,219083,138620,80463,151912,101144,50768,258024,12199,1932,187621,220614,472,422,21,22,42,722,61831,596,3077,122267,11350,133617,43794,47350,62719,48359,31416,12647,1846,248131,163565,411696,263576,93189,52744,427,563,1804,1550,19244,47031,76189,1997,1782,6482,8264,9190,40819,14876,16753,25349,4188,247,467,99,566,75,102,177,74,19,93,19,1103,92.0,53.443220405136415
Jammu And Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,813821,716137,1137135,641916,495219,508622,417456,91166,1021336,36873,10589,1289240,107489,12104,114272,470,1987,321,4075,294739,19905,46657,254566,248043,502609,135391,185962,253542,261852,159257,146501,30616,1173121,268279,1441400,816827,435895,275585,1651,68272,44063,113156,240478,241206,274859,18255,6386,20036,26422,39453,193158,81952,71753,68820,13616,404,827,682,1509,281,382,663,282,271,553,398,3525,88.0,74.32458930245144
Jammu And Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,77785,63017,86236,56301,29935,51873,39839,12034,88929,3763,1222,10341,108239,604,1171,20126,28,4,289,15824,235,1005,40370,7774,48144,12732,19083,20874,16938,9826,3077,408,82938,39854,122792,87532,35561,17488,221,488,1847,652,8008,10562,16646,1419,689,834,1523,983,4991,1652,2356,6832,4866,39,87,27,114,12,18,30,19,3,22,7,214,81.0,61.246289115211425
Jammu And Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,326109,290326,389204,228499,160705,200431,161548,38883,416004,21566,3952,540063,64234,1828,9551,24,16,2,717,109422,1443,6112,181374,33473,214847,69396,82715,106411,91522,47694,24330,4504,426572,181297,607869,357864,160123,97684,764,17726,4687,23014,66944,88964,114949,2179,2476,7394,9870,12854,67133,26670,27609,33057,7776,139,340,174,514,54,69,123,78,52,130,28,936,89.0,63.1378815284661
Jammu And Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,293064,267376,293958,178326,115632,188420,138428,49992,372020,34080,10615,13840,535159,1109,9440,35,6,18,833,73629,1537,5293,147520,21703,169223,36201,54808,73991,67368,40931,31286,5897,310482,190369,500851,342601,137032,80111,696,5479,6164,4551,45967,65162,80452,459,705,2291,2996,5461,32942,11863,15618,31436,13867,213,430,119,549,71,96,167,84,24,108,32,1068,91.0,52.451288273499394
Jammu And Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,251899,224936,261724,163333,98391,161393,117677,43716,315442,31583,3930,32604,431279,958,11188,83,10,2,711,62900,346,3342,132139,15269,147408,55762,72024,69219,46062,29517,13962,1884,288430,164044,452474,304979,109818,61334,704,846,1731,2407,16022,36358,87711,762,1531,7435,8966,10664,44517,15825,18028,31443,3952,117,268,78,346,35,50,85,59,8,67,12,629,89.0,54.88774943114495
Jammu And Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,651124,585705,748584,431746,316838,407188,333151,74037,829641,10408,20095,42540,1177342,2746,12187,285,74,2,1653,165403,16413,33831,4518,257721,262239,88911,173309,178723,176409,132727,121856,32114,904049,310225,1214274,693238,351561,190330,1700,44501,34586,39804,152945,157875,160923,5135,2326,6626,8952,15425,94928,37998,41505,49622,13946,251,427,668,1095,319,380,699,240,370,610,445,3099,90.0,60.52445406761969
Jammu And Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,296784,258201,322354,197543,124811,243672,163845,79827,311313,11396,2641,489044,59771,1962,3418,106,57,235,392,73999,1214,5744,148664,34696,183360,58567,80129,86008,55024,29657,17345,4030,330760,194838,525598,339145,140785,74757,298,3948,3800,8953,37323,64858,90329,2544,1758,4971,6729,8878,47101,17980,20243,31098,8634,218,492,171,663,87,107,194,122,43,165,37,1278,87.0,58.083371622656465
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1072807,989523,1273520,759088,514432,685368,507677,177691,1376962,126406,21671,1636460,241451,13730,4174,1890,2045,160524,2056,274726,9754,37997,250312,258452,508764,242467,338861,342646,232434,154076,116396,21157,1448037,595924,2043961,1261238,510375,282115,8602,247231,21098,108998,179570,239204,292464,67373,10350,28956,39306,41924,203702,78314,83464,119534,28896,539,1267,818,2085,360,87,447,121,197,318,213,3604,92.0,61.75151406418953
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,533935,508951,510061,303902,206159,397690,251213,146477,645196,188513,14210,903179,116710,6565,888,35,129,12936,2444,27037,590,9115,200974,14528,215502,200861,161729,102033,63670,35342,21697,2046,587378,467975,1055353,692650,222892,126682,662,90400,2110,15107,17627,82823,176487,2533,3419,13593,17012,15490,75131,25520,34121,68464,20305,230,356,150,506,59,2,61,3,6,9,10,817,95.0,48.908605542695945
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,775022,717051,793538,489837,303701,551467,383691,167776,940606,209693,39361,1165140,302626,6027,143,188,282,16067,1600,130193,1944,13550,257373,64337,321710,217460,266292,190171,96331,54419,43979,6699,875351,635544,1510895,944961,338413,205514,3185,174959,3714,32553,64890,126305,249689,7201,4333,18370,22703,25873,122204,46589,49742,85691,29718,329,518,254,772,86,9,95,13,21,34,36,1267,93.0,53.18359088328788
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,1405956,1278531,1722204,1014950,707254,844504,658851,185653,1839983,103488,25889,2149480,431762,11243,9727,331,1268,77182,3494,427173,11568,46646,258764,405455,664219,317918,501453,449506,305054,186697,107382,14615,1882625,662522,2545147,1634835,648876,356445,44331,283681,18631,131398,290580,328776,359496,76629,15054,33281,48335,53844,254604,99175,101585,153679,42561,529,1305,966,2271,393,101,494,141,230,371,288,3954,91.0,64.15393332133849
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,668514,652928,672409,406275,266134,624779,367108,257671,696663,303084,23106,1044726,106865,86404,234,267,162,78622,4162,62110,1193,10396,303697,23281,326978,229157,229259,149009,69525,38383,25593,2697,743623,601078,1344701,799323,324226,196164,1729,175375,2912,23058,32443,75323,267228,3967,8706,28365,37071,38168,147147,56146,52833,76605,12102,376,574,244,818,90,4,94,6,10,16,18,1323,98.0,50.88448830898366
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,683575,639209,653476,405161,248315,571431,335451,235980,751353,328673,14487,1104475,194680,17168,123,371,20,4591,1356,29373,565,8881,272872,19180,292052,207665,195565,147446,87844,46882,28144,2830,716376,557852,1274228,860869,284036,177599,280,108161,2671,16578,21864,100748,250350,2997,5076,26987,32063,26314,117461,40088,51059,88464,16722,321,447,182,629,46,3,49,4,6,10,10,1017,94.0,49.4015651837337
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1258098,1187376,1253475,783736,469739,1036277,623946,412331,1409197,362610,32544,1856202,508586,14645,937,650,1503,59218,3733,125431,1944,19976,452564,46886,499450,503261,443980,261309,146464,77540,55122,8449,1496125,1047685,2543810,1597269,533788,312967,1450,226550,6290,57582,63911,242670,381432,6860,5534,22053,27587,29735,156347,53870,72742,146041,61473,613,1029,440,1469,207,13,220,18,30,48,34,2384,94.0,51.256934238515726
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,677927,635624,604519,376212,228307,552191,344019,208172,761360,307767,18719,937126,289182,37795,97,128,115,47067,2041,43230,874,11925,276454,15576,292030,217607,190777,126766,79430,47395,30870,4002,696847,653464,1350311,820367,308639,183519,1026,133332,1754,19859,25764,89533,245973,2288,6263,23752,30015,30133,123999,45705,48161,79584,17420,299,468,189,657,81,3,84,4,6,10,9,1057,94.0,46.02173802159185
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,514390,510823,559720,321795,237925,487508,264774,222734,537705,97918,12771,309563,51429,202449,221,531,23,457468,3529,31687,831,7807,216629,16445,233074,136719,242580,182260,82114,45613,23742,2913,715941,322119,1038060,643579,225871,155452,311,130700,2181,16146,18701,55186,179247,7713,5786,13647,19433,18973,81595,28695,33927,69063,18758,242,370,155,525,59,3,62,4,6,10,10,849,99.0,54.5954840603855
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,404830,386212,426312,258260,168052,326631,214740,111891,464411,135667,11547,550560,164406,4419,520,118,783,68564,1672,49419,808,4959,165555,20113,185668,131150,132014,85745,40613,22995,14802,1578,428897,366012,794909,480895,189889,116810,3448,116861,1632,16906,31194,55601,145904,3164,3906,12645,16551,18845,76917,30509,27563,43706,12929,150,234,101,335,39,2,41,3,4,7,8,540,95.0,53.89246083014555
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,369666,357312,350682,209706,140976,313379,180106,133273,413599,142729,9205,473049,69808,47653,120,128,16,133525,2679,38194,340,6240,146377,14137,160514,109491,121529,88787,46142,23885,13956,1017,404807,349277,754084,484084,152720,89870,304,63127,1268,8012,10697,39512,127924,3721,3155,10368,13523,12948,58080,20177,24955,50469,10613,146,238,100,338,47,2,49,3,5,8,7,547,97.0,48.23832358063105
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,232629,229161,259707,149568,110139,221332,121605,99727,240458,80840,4449,112378,95012,16770,51,33,15,235987,1544,28769,351,2954,96759,14725,111484,82873,84920,63545,38503,21987,13847,976,306651,188323,494974,298844,100340,62244,362,66235,1102,10065,12504,32713,87210,2967,2578,7033,9611,9632,41588,14782,17174,32787,7316,108,161,75,236,21,3,24,4,7,11,9,388,99.0,56.239199636198265
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,452661,447761,352881,206989,145892,404584,234012,170572,495838,150028,19471,410127,322963,75865,356,283,222,88760,1846,31414,328,4535,200588,16587,217175,100367,133770,79045,29934,15700,9822,1525,370163,548434,918597,587976,206826,104418,1202,102037,923,9725,16500,39592,175835,2847,5517,18907,24424,26520,93405,34355,32530,52332,10417,212,301,125,426,33,2,35,3,5,8,8,691,99.0,39.19062395188034
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,1006302,933567,1024563,621706,402857,713175,473042,240133,1226694,380976,19911,1683169,238295,6164,734,188,284,5681,5354,68238,2155,19981,355529,52375,407904,303053,296937,231565,160964,100290,63595,7117,1163521,803424,1966945,1244572,425668,268387,1242,159105,8015,29434,51012,167482,346286,6419,6422,31313,37735,35321,163115,56610,71184,125041,29624,411,654,283,937,118,5,123,7,12,19,23,1515,93.0,52.81609222066026
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,1494937,1419316,1911433,1085244,826189,1142867,743967,398900,1771386,267360,38452,1612239,410759,193974,4826,932,2733,677445,11345,350908,22538,76565,420740,310242,730982,361522,547583,495515,370847,247237,195181,28424,2246309,613855,2860164,1742293,725938,409166,36856,344888,34053,141089,247137,334055,461581,79680,15357,40971,56328,65660,294024,113820,114544,167822,38615,674,1319,938,2257,351,58,409,81,131,212,253,3805,95.0,65.58912352496506
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,589391,561176,483263,287303,195960,490202,295690,194512,660365,206902,43179,628044,398243,83208,198,245,125,38426,2078,34879,591,9563,223450,37543,260993,146399,171416,110822,52248,28087,19832,2593,531397,637296,1168693,745027,261849,137727,5964,95511,1285,10359,24604,64808,217420,4553,5792,21978,27770,30506,112655,40484,41665,70027,14065,276,404,178,582,47,7,54,9,15,24,17,954,95.0,42.00216067382429
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,300309,299269,343483,191991,151492,288645,159867,128778,310933,90232,8011,201524,15103,306601,51,753,114,73930,1502,16865,423,4649,144169,11114,155283,82317,130068,97580,47836,24842,13674,1197,397514,191341,588855,357859,143560,97817,342,86022,1158,9742,7606,27504,111052,4279,4170,10863,15033,14689,55943,20040,21214,38718,6912,148,214,92,306,26,2,28,3,5,8,7,496,100.0,57.28745884605506
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,950111,939641,1113412,641388,472024,818081,511575,306506,1071671,303243,44797,1634229,219991,3433,443,412,25198,166,5880,301389,3745,26297,324799,165858,490657,242336,385986,147397,171505,115095,82319,25791,1170429,608843,1779272,1123443,465706,299774,829,153879,9726,69279,161280,234284,287059,54451,14665,27809,42474,40032,183541,70342,73167,95192,34170,380,811,694,1505,217,155,372,217,327,544,89,2890,99.0,58.9184189248113
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,509172,481751,688749,385311,303438,459891,315499,144392,531032,84108,19457,890429,92252,5368,389,272,1045,85,1083,214253,3729,17066,231052,95410,326462,100770,168165,126285,166677,82235,51015,10741,705888,205062,910950,535765,278153,176083,922,93908,10389,69005,156967,165588,163974,55447,9652,23267,32919,37517,144124,67485,39122,39473,8229,164,380,368,748,113,59,172,83,135,218,120,1422,95.0,69.50580418458347
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,2423063,2356598,3052032,1725548,1326484,2105668,1372422,733246,2673993,649517,60342,4038331,528412,18418,2037,1086,178310,149,12918,808827,17560,73497,962777,356198,1318975,544564,1057297,609600,532584,279583,201884,56621,3282133,1346776,4628909,2669348,1251116,857143,2054,519937,35104,228887,468274,641485,811672,126662,37652,82149,119801,122453,550977,229331,199193,226927,66120,1016,1973,1572,3545,592,373,965,521,691,1212,308,7045,97.0,63.85457043920061
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,1236954,1215641,1421621,813440,608181,1116880,703258,413622,1335715,406092,22832,2103633,320834,14014,1029,284,8044,54,4703,440374,9626,40190,371604,251876,623480,275785,529576,219702,203139,121453,89475,29367,1468497,787762,2256259,1487013,617276,346905,1401,164714,14163,111250,291101,327050,366781,102920,15029,36995,52024,58834,267798,107207,101757,127026,34856,415,973,1010,1983,361,183,544,256,416,672,271,3886,98.0,57.96395246667305
