State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Non_Workers,Agricultural_Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,Households_with_Television,Households_with_Telephone_Mobile_Phone,Ownership_Owned_Households,Ownership_Rented_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_45000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Above_Rs_545000,Total_Power_Parity,sex_ratio,litracy_rate
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,649362,592157,653980,400537,253443,514897,335454,179443,726622,175615,12079,1172248,49203,1208,3271,529,13474,52,1534,144248,2482,11740,212765,72320,285085,197902,157141,84560,79924,50724,42147,6451,618849,578034,1196883,793150,285176,162104,1089,76571,5968,43568,80642,120895,224082,13478,7399,25762,33161,25661,119065,44051,49353,75408,13799,254,498,347,845,33,38,71,32,52,84,48,1302,91.0,52.67579473209834
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,1090327,941709,1357210,803114,554096,685311,548820,136491,1346725,120348,22592,1835299,141735,4119,24790,4361,18058,217,3457,306859,15779,46454,172720,272172,444892,235648,235924,204871,193082,166719,193947,23148,1253339,554486,1807825,1218319,519728,291451,2538,194763,21313,126189,232840,253163,316586,45158,9400,26935,36335,39042,188922,73239,76641,112892,31356,330,797,823,1620,147,153,300,129,201,330,249,2830,86.0,66.79064740978998
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,294838,275627,352550,203807,148743,230979,156852,74127,339486,101256,6459,527462,38640,683,676,93,1573,55,1283,95066,986,5376,112714,31845,144559,90059,87733,60757,46556,31939,27126,3469,347639,177731,525370,347774,138882,83417,392,29025,3556,30952,45661,63615,99039,7072,3691,9767,13458,12137,56810,21669,23004,33489,7224,128,240,159,399,14,16,30,14,21,35,28,619,93.0,61.80046102740746
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,648725,592625,810644,469199,341445,478082,345435,132647,763268,181967,9982,1175203,52269,4453,3127,1550,3888,107,753,198076,2871,14456,209650,105746,315396,159703,183156,145076,119682,89589,84769,9279,791254,344492,1135746,730768,318232,191501,849,106654,7335,67460,112371,138517,217340,25354,9942,23157,33099,29245,137955,53582,55128,69820,11688,276,559,410,969,44,55,99,46,75,121,70,1535,91.0,65.3034196640754
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,1699627,1577070,2309130,1289631,1019499,1268195,939055,329140,2008502,185528,43584,2728225,415142,18523,25696,11496,71667,720,5228,593576,48691,111478,200371,587947,788318,428413,472233,384611,362209,300076,382658,36326,2366526,718174,3084700,1877270,894464,493096,11867,318881,64865,286973,464337,479762,457287,134832,17845,46409,64254,77386,347858,146797,123675,154066,49156,539,1438,1696,3134,456,323,779,292,424,716,615,5783,93.0,70.47127030665331
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,1277278,1186011,1756468,980307,776161,1005624,705970,299654,1457665,283636,69946,2159065,203652,23142,13256,4320,33728,21010,5116,452023,20443,58601,272284,352477,624761,267932,352284,313910,268333,222987,235072,24872,1685390,540029,2225419,1387369,679185,391903,4832,271469,26487,154678,285248,274726,434882,64448,19774,53407,73181,70777,309266,126486,112003,112904,19678,471,1105,1084,2189,171,199,370,167,261,428,318,3776,93.0,71.30580293258323
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,515023,510025,352081,214582,137499,515121,265489,249632,509927,115649,5132,960925,15733,38423,141,65,8871,388,502,125411,744,5591,211080,24713,235793,98308,79781,40466,38236,28990,20240,1973,307994,775664,1083658,684200,220769,119681,398,31319,2215,20076,22470,60130,197972,7149,3384,13785,17169,18527,88532,32178,37827,80303,21617,398,706,403,1109,13,20,33,16,26,42,30,1612,99.0,34.34775737331325
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,662013,630029,790773,460583,330190,543874,348410,195464,748168,223902,31261,1240650,37232,3158,1167,157,5342,2643,1693,172416,2179,13094,276151,72880,349031,198447,207366,161727,112242,80935,53578,6658,820953,465374,1286327,778414,326582,185857,1189,133962,3958,35359,76207,100862,268593,16045,15764,37252,53016,37518,158431,59446,61467,70214,7365,266,528,437,965,79,36,115,30,48,78,52,1476,95.0,61.20335097465872
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,525272,529633,604962,348033,256929,559649,300235,259414,495256,318909,9453,849518,16558,12450,436,297,1789,170533,3324,143803,912,9042,279674,37258,316932,156711,170994,115632,82166,58066,35476,4587,623632,376944,1000576,614794,278553,160510,1048,80798,2246,19880,40591,51683,232935,8554,14377,33344,47721,36738,147190,57935,52517,50642,3634,230,427,290,717,29,15,44,12,19,31,20,1043,101.0,57.347533664168814
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,682851,657560,834591,502898,331693,679723,397714,282009,660688,266350,8556,1192588,125548,1120,849,242,19029,77,958,239885,2324,12507,302287,81832,384119,244891,217234,149219,109751,77219,52546,4956,855816,467002,1322818,781000,346861,211815,735,123272,5435,62695,109904,166980,261639,18028,12087,31202,43289,37148,158569,65757,55664,70418,12135,326,600,368,968,24,35,59,29,46,75,47,1475,96.0,62.26381311403741
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,1068417,897553,1179685,747652,432033,675993,525329,150664,1289977,148222,16354,1875495,76159,1092,557,3234,6681,92,2660,131486,1781,20172,319298,95288,414586,288979,285682,228234,170254,115790,71005,8265,1168209,706917,1875126,1254302,452484,257704,1480,172169,5829,48525,89156,195957,346829,12915,12289,32412,44701,35342,166295,59993,70960,117005,34308,473,789,380,1169,40,55,95,47,76,123,66,1924,84.0,60.00523914403577
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,422653,403414,508834,307889,200945,418682,245708,172974,407385,136330,4020,741288,67324,1508,1110,224,14165,115,333,145258,1945,8342,174235,67962,242197,137656,127167,83189,69134,53465,42343,6119,519073,289113,808186,476995,217403,131227,442,84293,4498,47549,73279,105328,157683,14613,8294,21218,29512,23744,97561,40659,33158,40638,7955,182,367,291,658,46,32,78,26,43,69,41,1026,95.0,61.59718279510016
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,533480,483040,552559,332140,220419,431998,275375,156623,584522,198847,12201,974748,35214,418,186,37,4734,218,965,76097,653,8501,256744,32179,288923,171707,134936,99251,70359,47903,29795,3052,557003,427997,985000,635347,235035,144827,1311,96258,2219,18488,30800,82991,226597,5039,15588,32172,47760,29198,119049,44272,45579,60233,6612,238,438,269,707,12,17,29,14,23,37,23,1034,91.0,54.35790737024357
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,700358,631239,820220,479093,341127,517838,370366,147472,813759,228151,17316,1195235,120331,1725,2262,253,10637,190,964,194373,1141,9931,251272,74441,325713,237981,210402,144108,117908,69419,48384,4607,832809,444877,1277686,832939,316319,181524,815,64233,6017,48130,87258,133315,248660,17923,10525,30003,40528,33397,143773,53625,56751,79383,10526,311,596,368,964,30,37,67,34,55,89,28,1460,90.0,61.59671432122481
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,790212,755602,804245,488797,315448,745603,429768,315835,800211,330820,12123,1433879,106928,1243,460,121,1599,50,1534,231130,1611,12718,331894,69823,401717,239738,174381,103464,96386,72316,51499,4799,742583,706958,1449541,935230,363218,246447,919,85879,4185,46026,76942,150010,324899,11977,16163,49655,65818,46504,182265,71223,64538,83043,10722,341,652,436,1088,53,35,88,32,52,84,30,1629,96.0,52.0272814193687
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,738241,716828,825880,485090,340790,690980,411446,279534,764089,305946,11928,1267043,151071,3996,1353,175,29353,123,1955,213825,3644,14905,266716,107151,373867,224715,194131,129392,111461,86507,67192,5868,819266,622153,1441419,876905,363858,213560,746,106605,5757,67819,107463,146318,265828,21958,11435,29551,40986,35326,154724,61055,58343,81285,16121,318,631,448,1079,40,58,98,47,77,124,81,1700,97.0,56.75882037209232
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,1225100,1140006,1441757,845572,596185,991946,617184,374762,1373160,463506,50878,2268838,85414,1964,832,986,655,232,6185,251132,3406,31194,523910,94489,618399,344362,330131,312931,206274,180635,122371,11438,1508142,766166,2274308,1460075,540235,362228,2568,302445,11833,67856,109351,237937,524701,11182,34174,78271,112445,66018,266104,99782,100304,140110,21714,511,1000,831,1831,154,55,209,46,72,118,86,2756,93.0,60.959508791572134
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,1256257,1122201,1545719,908607,637112,1006035,682077,323958,1372423,378560,140458,2198297,103480,5580,4146,991,62992,168,2804,366494,4546,24811,448408,165507,613915,347752,426916,297079,214137,137899,116753,14346,1554882,711804,2266686,1470688,569166,335432,3172,174324,11291,71201,160622,213013,466797,29071,25924,64554,90478,66019,272006,102185,103802,129330,17541,525,1037,716,1753,67,95,162,80,129,209,123,2771,89.0,64.98828232409402
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,1157495,1071440,1371781,801051,570730,911349,590487,320862,1317586,371584,46056,2158623,59471,2228,1163,364,3135,1689,2262,294702,3754,22751,461831,114173,576004,338947,334635,309536,197373,148091,105499,16052,1450133,715509,2165642,1365647,535086,326049,2153,251079,9401,64484,117176,212078,455270,16995,25510,61008,86518,55635,242126,90237,96254,128453,21656,487,963,766,1729,130,66,196,55,89,144,86,2641,93.0,61.54423525136444
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,683743,627589,780362,469208,311154,586087,364559,221528,725245,227026,9917,1163607,137980,1404,640,357,6232,66,1046,212138,1566,11166,270427,59220,329647,193885,179388,136284,120687,77541,50655,6755,765195,508396,1273591,817608,305605,187611,508,82644,6041,60435,100011,141356,235670,11139,7906,23527,31433,25917,126997,48175,52905,78612,14544,293,564,395,959,50,32,82,28,45,73,35,1442,92.0,59.509109821158944
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,695879,683252,864194,485341,378853,684434,394660,289774,694697,376404,11957,1145052,79739,1857,360,7288,4982,135315,4538,228695,1182,10417,335045,47542,382587,223650,241327,151636,116124,84398,55984,6427,879546,458811,1338357,809922,363037,205237,935,140883,4048,37873,66919,84804,284384,14621,16619,37988,54607,40885,180853,71513,68455,71679,6135,306,567,375,942,30,20,50,16,27,43,28,1369,98.0,62.66221265420037
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,540021,526042,604194,348761,255433,493057,292402,200655,573006,258991,14329,997073,42426,2372,912,268,1737,19448,1827,113184,1733,10817,233594,57846,291440,161972,154282,128427,80402,60915,46513,5352,637863,422736,1060599,645619,269145,150655,644,132313,3819,29839,45685,72253,232450,9838,16234,40531,56765,37475,132438,48798,46165,53730,5850,206,451,330,781,64,60,124,55,90,145,45,1302,97.0,56.67526215617651
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,780520,732161,894612,543509,351103,717871,431857,286014,794810,303157,8809,1321003,174724,815,631,179,13755,66,1508,232735,1382,10797,312611,73997,386608,271215,239081,141225,111366,75967,48671,3391,890916,544791,1435707,901161,369741,240768,1011,105728,4200,49847,88946,160720,281671,12132,11130,29066,40196,32033,152577,60914,59630,86441,19052,351,671,423,1094,37,39,76,36,58,94,33,1647,94.0,59.14082347831433
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,361784,326077,328025,208201,119824,277455,183788,93667,410406,115261,4166,638702,41396,230,6387,201,379,40,526,74770,273,5393,150146,26376,176522,90911,70840,43009,37072,24732,17091,1497,285152,393141,678293,449974,155063,82416,408,32178,1634,17878,29266,57366,138428,5214,6713,18350,25063,18090,72633,25892,28651,41950,5102,156,289,174,463,10,14,24,12,20,32,16,693,90.0,47.687686901859536
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,919795,806255,900846,573242,327604,759281,481001,278280,966769,220440,13079,1648749,51200,1117,7151,3421,12171,72,2169,148128,1852,15304,367859,66759,434618,261087,214162,125117,84684,58509,44812,6218,794589,719547,1514136,1106084,389652,227989,2325,125237,5417,48952,71501,148509,341253,11678,18170,43110,61280,41733,177114,64387,70994,102584,15384,407,750,454,1204,30,42,72,35,58,93,52,1827,88.0,52.19118797253846
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,575912,551121,600785,353030,247755,461760,284289,177471,665273,262030,15654,1077545,34419,511,128,92,93,12556,1689,102228,837,10790,250953,25916,276869,185550,168224,129344,80312,60845,33067,3896,661238,477472,1138710,721531,253685,150959,858,90963,3320,18017,26502,82709,231540,5173,13560,31770,45330,27536,109754,39560,42658,70332,13058,493,1007,933,1940,212,76,288,66,100,166,131,3019,96.0,53.306779836970165
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,760355,684811,747940,459353,288587,655318,402776,252542,789848,223852,15622,1383475,44143,588,251,109,15569,39,992,132725,1090,10899,322772,60220,382992,202448,188694,143231,78053,58245,35034,5340,711045,659348,1370393,898323,343824,201875,1144,153933,4139,35388,62828,140118,292003,5586,12354,33699,46053,30580,152296,59978,61738,84868,15997,328,630,429,1059,50,35,85,31,51,82,36,1591,90.0,51.75460812114318
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,1016289,970575,1240990,730817,510173,897442,569425,328017,1089422,302003,19678,1718204,233133,4659,3241,945,24622,211,1849,323379,7501,27733,300765,188684,489449,286534,280030,178295,159263,119586,111290,13282,1148280,659279,1807559,1156749,508302,320502,1311,163671,12167,107407,181659,248508,338261,36739,13314,33412,46726,42482,203426,82938,78006,106544,27582,417,879,721,1600,103,106,209,87,142,229,145,2599,96.0,62.45973554304673
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,330674,314084,356672,210907,145765,289691,175698,113993,355067,145690,8767,620515,15966,667,190,70,220,6028,1102,67975,839,6360,138100,29966,168066,90791,94011,74854,43418,27216,18144,2784,351218,230782,582000,403030,158140,82984,604,66004,1873,14918,22502,39260,134416,4877,7933,20578,28511,19472,76556,27821,29263,35468,3894,128,250,209,459,42,14,56,11,19,30,19,692,95.0,55.318739744214106
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,769568,689307,862918,512344,350574,550402,401583,148819,908473,228308,12408,1287391,149548,1313,914,295,18490,70,854,181510,1926,12888,292579,83830,376409,242021,214603,123650,104007,65581,59814,6780,816456,512311,1328767,919239,335690,203005,941,70884,5682,55126,96565,150643,275519,15915,12975,32112,45087,34981,149467,54230,60256,89879,12986,332,631,395,1026,32,44,76,38,62,100,48,1583,90.0,59.1495501670808
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,932334,881572,1411281,758977,652304,768154,520362,247792,1045752,388521,9660,1107809,357253,4483,1504,328033,10205,389,4230,314490,6163,24232,308158,196077,504235,231841,328367,275264,291391,205723,112574,15157,1460317,352687,1813004,998769,483200,327932,4005,126856,9037,72460,176674,195210,339748,37265,13577,40804,54381,52202,234221,97428,84591,86078,16455,270,1059,871,1930,255,372,627,442,679,1121,0,3948,95.0,77.80342531531403
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,1480768,1407677,2251875,1207104,1044771,1236322,837577,398745,1652123,667943,20998,2055177,421410,7223,2242,383891,11360,3288,3854,512492,9438,36185,508921,272894,781815,326195,468853,463051,525116,346876,203273,16148,2349512,478074,2827586,1540590,783549,553265,11041,211384,15285,124261,302188,295756,569476,42996,23825,68468,92293,90409,398987,172071,136507,124902,21264,404,1683,1512,3195,369,540,909,692,1036,1728,0,6236,95.0,77.96149831483721
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,605520,594814,899860,488709,411151,597305,345054,252251,603029,312183,17169,1009352,26502,2145,831,154458,1017,3555,2474,227025,2932,13165,283843,72575,356418,115150,187870,208902,204435,153749,67061,12452,949619,235524,1185143,626978,333120,232754,7482,182892,5184,54974,117299,131424,243836,26370,11857,27093,38950,38939,180328,79510,61879,50895,5600,175,748,579,1327,105,152,257,209,167,376,102,2237,98.0,74.9674673882436
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,1349106,1235943,1718507,987185,731322,1255548,727819,527729,1329501,373566,21093,2174672,320395,2097,824,68482,8719,399,9461,402052,5614,29198,563114,135457,698571,309704,436446,280800,316758,206530,129996,11438,1691672,821607,2513279,1473882,614615,494436,2116,119991,12836,91909,205352,346380,492304,39323,16817,54460,71277,57981,296136,118905,119250,151010,26650,396,1502,881,2383,234,342,576,398,415,813,10,4179,92.0,66.4787011774245
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,1337560,1248698,1879874,1048892,830982,1219641,734024,485617,1366617,603227,13770,1845424,354236,3531,1668,364229,12242,522,4406,423036,4767,24877,575405,152787,728192,315408,457067,400342,406379,228266,113783,19619,1940864,600436,2541300,1467457,641840,473071,3890,121784,10034,84546,225282,293299,496630,31267,21975,58072,80047,70149,321880,134349,117382,127921,23183,406,1531,910,2441,262,383,645,430,499,929,0,4421,93.0,72.68702503771858
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,1123834,1080473,1578615,872565,706050,1058172,648565,409607,1146135,473983,21346,1780085,92297,10701,5251,286734,3861,23188,2190,418666,8239,31419,451324,233331,684655,243773,316192,337320,351610,241179,126488,15040,1631602,516728,2148330,1163802,629890,403719,6896,248585,12746,113039,229635,250418,440367,67694,25793,63808,89601,81791,352330,162114,108425,78830,8851,304,1327,1306,2633,285,417,702,541,860,1401,44,5085,96.0,71.61502458595831
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,1054031,996831,1293916,723388,570528,936370,570448,365922,1114492,429536,20646,1825460,187901,3653,1422,13405,12818,912,5291,315332,6065,27139,382777,146013,528790,200494,323641,208571,290656,182739,114931,14526,1335558,649568,1985126,1167569,513908,350747,18638,107616,10912,74859,174524,210557,344482,54960,13980,34096,48076,41877,217726,90252,85597,112622,30276,292,1133,794,1927,208,305,513,372,478,850,0,3583,95.0,63.09132452597981
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,661554,660953,1004243,542837,461406,665419,383151,282268,657088,281414,32525,1153861,26157,1827,2160,125282,1568,5080,6572,239981,2866,13595,319702,66813,386515,138457,237888,231153,225595,159570,57923,9620,1060206,256549,1316755,704214,371908,244111,2274,200918,5074,49085,104997,123673,266154,17945,11264,26599,37863,36760,178543,76317,65466,64380,8645,201,806,515,1321,106,154,260,213,109,322,79,2183,100.0,75.93479656440381
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,606294,571051,790743,450551,340192,569182,330903,238279,608163,226483,8268,863199,127552,992,643,176679,5278,103,2899,159114,1221,9676,242456,41913,284369,175736,266649,127246,136075,74544,38698,5932,824880,331388,1156268,692117,281905,201828,1495,48246,3833,29815,73640,134812,209663,13034,5715,18442,24157,22066,120315,48484,49765,66399,16170,180,676,384,1060,105,153,258,174,182,356,0,1853,94.0,67.16323592489883
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,2197365,2032552,2891882,1629223,1262659,1863571,1186472,677099,2366346,937174,38930,3457615,560261,7091,3091,143865,27404,9662,20928,720791,14297,56775,796223,373565,1169788,482462,735730,532587,627198,375643,229987,31008,3014615,1003050,4017665,2352671,1080237,763529,33480,229955,19560,170551,431221,459652,724904,125375,38031,86964,124995,110671,512687,216606,185410,207987,45988,614,2393,1790,4183,471,687,1158,847,1122,1969,65,7988,92.0,68.36734621506758
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,1011473,947573,1195523,699428,496095,930886,545030,385856,1028160,300937,16705,1504641,274221,12542,1629,152540,9619,336,3518,288895,3791,17236,404746,98084,502830,271061,422207,218189,225331,120715,64060,9724,1331287,545980,1877267,1150104,454836,341479,12627,84022,8400,75655,158182,255420,348751,29927,12310,35091,47401,40200,205666,82627,82839,109422,25627,265,1105,827,1932,178,259,437,340,388,728,0,3363,94.0,61.02577479038267
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,1980658,1895343,2825845,1559760,1266085,1704054,1125204,578850,2171947,266028,59932,3379906,286558,15573,1570,29766,154882,1274,6472,770005,22269,71879,796496,382818,1179314,321457,622362,487227,698604,395234,335413,40828,2901125,778000,3679125,1972486,1084858,801590,17067,383946,49081,283565,507573,595768,699588,106291,31720,74454,106174,117330,502014,228697,155987,166043,47252,530,2257,2144,4401,451,659,1110,884,1016,1900,525,8464,96.0,72.90619894060914
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,1273140,1181056,1650672,932432,718240,1046857,670018,376839,1407339,416578,17663,2006984,367664,2387,935,66535,6387,310,2994,381722,6217,29758,428616,157016,585632,268627,423711,296910,380344,224998,153256,18106,1765952,596213,2362165,1406364,584243,453229,10360,108626,13150,81052,190739,302745,421140,44074,11663,37583,49246,47525,257585,103991,106069,134259,33059,373,1448,1012,2460,267,389,656,474,609,1083,0,4574,93.0,67.25917571375717
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,2384975,2268595,3673808,1959220,1714588,1868560,1334211,534349,2785010,423587,52419,3492202,390974,34667,20469,668050,24528,12181,10499,917626,57964,135750,430844,877522,1308366,325084,666693,812381,790443,542228,493236,73475,3703540,601547,4305087,2460820,1361821,818467,12462,577214,71592,426007,728714,719955,770480,187414,36059,91544,127603,149225,647880,286874,211781,182251,38074,491,2153,3484,5637,1071,1134,2205,1575,1780,3355,2385,14073,95.0,78.94601349071789
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,1730075,1631217,2189425,1255222,934203,1493953,925232,568721,1867339,632395,29158,2501741,471951,3902,13540,354189,5049,1273,9647,488748,7548,43055,591119,230563,821682,416869,691348,368723,416761,255650,156225,21729,2327305,884626,3211931,2008314,809135,535827,8016,109371,12341,83106,216364,384823,579750,61234,15073,55602,70675,73125,365093,145062,146906,179714,40821,525,1986,1321,3307,365,535,900,622,781,1403,79,6214,94.0,65.13641183211693
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,833170,815125,906509,512099,394410,792065,442898,349167,856230,438176,14599,1521618,96182,8467,685,4969,6191,2907,7276,186202,2579,17047,333440,71572,405012,166664,218718,121404,160961,113019,58461,9248,848475,790613,1639088,1011352,390419,241534,4990,40529,6135,39350,83144,101758,292483,21845,9605,32683,42288,35991,163042,64261,62790,93252,21041,264,950,449,1399,144,210,354,207,224,431,0,2446,98.0,54.99676938897466
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,3157186,2950001,4345366,2397538,1947828,2763328,1746286,1017042,3343859,730228,56132,5237009,693052,23946,8912,94783,38212,1795,9478,904710,45039,138887,904661,764271,1668932,544346,1038955,851714,830070,485052,373100,97219,4220456,1481778,5702234,3580633,1567252,948469,10833,400486,79590,396040,630639,798663,934281,196514,35768,96688,132456,140025,662495,279902,242568,298134,87208,805,3303,3299,6602,792,1158,1950,1534,1975,3509,764,13629,93.0,71.15167752354725
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,861535,796041,1137810,644304,493506,773916,473795,300121,883660,299525,19831,1437623,178925,942,340,28216,4530,195,6805,240042,3209,18183,367158,77832,444990,183972,300965,201646,260772,139479,96847,9913,1193594,440363,1633957,917343,393539,343021,3673,93061,7974,51577,117741,200323,316237,22964,14578,36802,51380,38462,190464,78207,73795,87928,18988,262,1008,606,1614,150,219,369,267,233,500,40,2786,92.0,68.64300641418554
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,942870,893216,1157814,666291,491523,822797,501422,321375,1013289,317806,13210,1328385,306364,2081,1371,187899,6238,262,3486,272486,3982,21196,293480,133759,427239,229217,396713,204316,229103,116041,81333,9703,1266426,552643,1819069,1078349,436486,313455,7796,82350,6973,50197,135933,224888,325984,25840,9159,32003,41162,37244,189010,74180,77586,106170,23844,254,982,730,1712,219,321,540,370,534,904,0,3410,95.0,63.058810970727954
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,4924105,4505303,7171723,3940210,3231513,4048993,2809816,1239177,5380415,414461,105711,8090254,673704,134192,27090,340404,127786,9873,26105,1925019,235018,490260,1165718,2056739,3222457,559840,1234549,1383055,1414563,867256,1086650,190336,6736249,1353077,8089326,5184734,2624165,1586132,34377,735590,273326,1013058,1555272,1792197,1382496,612584,96584,236257,332841,352685,1286031,568235,365111,364149,93586,905,3929,6261,10190,2831,1949,4780,2727,3272,5999,5349,27223,91.0,76.05698045943076
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,761121,853948,1199392,619012,580380,714076,407008,307068,900993,153117,17230,1307211,187197,1990,230,113467,3347,95,1532,367352,7752,31062,538538,100824,639362,163025,378554,269872,247257,111600,65700,15429,1251437,319622,1571059,777431,438905,396967,1766,49177,15191,61559,163470,258015,346267,37274,37275,60252,97527,61760,212475,84254,66461,68615,14762,233,1106,1009,2115,173,198,371,278,283,561,202,3484,112.0,74.26258568519364
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,1435728,1386415,2049467,1121550,927917,1215104,800214,414890,1607039,290693,40824,2440312,239607,9098,1260,38210,87453,769,5434,485126,13212,49056,626872,226801,853673,208511,507318,459156,453404,244804,214003,36983,2124179,579039,2703218,1450907,752303,603739,15194,335852,29515,190760,310230,415009,498771,67342,26079,56682,82761,76036,331678,143725,111917,131446,39342,409,1689,1418,3107,313,435,748,595,496,1091,442,5798,97.0,72.62094798172878
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,1510842,1492899,2225694,1201034,1024660,1354947,844805,510142,1648794,297241,39772,2691952,146970,4408,1182,141315,12810,676,4428,562653,14093,57423,774522,200949,975471,288427,495822,407977,556706,299993,243457,20884,2313266,545423,2858689,1517324,800492,671702,14223,246949,36046,195582,374085,463058,550485,67211,34375,67378,101753,83191,359607,157231,119185,137863,40776,437,1881,1461,3342,280,374,654,517,366,883,334,5649,99.0,74.09740054152472
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,417332,432319,666067,348289,317778,347178,229676,117502,502473,81816,9679,780384,26264,15471,219,24762,1046,53,1452,194228,3517,15721,295847,44989,340836,86480,165284,134734,175070,89023,48418,3451,702460,121922,824382,382024,242296,222963,2368,39669,9264,37159,98475,131855,181960,17110,19204,29971,49175,32456,114147,46485,35206,34018,7779,107,508,563,1071,117,89,206,124,157,281,85,1749,104.0,78.39301077736623
